Sales_Line_ID,Invoice_ID,Product_Key,Customer_Key,Date_Key,Quantity,UnitPrice,Revenue
79,549682,1599,185,20110411,12,0.85,10.2
80,546396,2381,577,20110311,4,2.1,8.4
81,567959,1863,125,20110923,20,0.85,17.0
82,579093,200,492,20111128,50,1.25,62.5
83,563404,205,2518,20110816,8,3.75,30.0
84,568869,1934,423,20110929,8,0.85,6.8
85,558096,698,2032,20110626,2,4.95,9.9
86,570637,1066,137,20111011,96,0.19,18.240000000000002
87,566195,711,68,20110909,12,1.25,15.0
88,559542,1916,3030,20110710,2,1.25,2.5
89,555602,2315,2482,20110606,12,1.95,23.4
90,565331,1486,2742,20110902,12,1.25,15.0
91,540121,1314,2426,20110105,36,0.21,7.56
92,555590,585,3381,20110606,24,1.25,30.0
93,557466,1898,946,20110620,6,4.15,24.900000000000002
94,537469,872,3402,20101207,24,4.25,102.0
95,578307,1333,3130,20111123,2,1.95,3.9
96,543979,2774,1450,20110214,5,1.65,8.25
97,580881,1857,2707,20111206,10,2.08,20.8
98,549557,1664,1346,20110410,3,4.95,14.850000000000001
99,560576,1026,3127,20110719,6,1.65,9.899999999999999
100,548567,1741,3548,20110401,24,1.25,30.0
101,549250,2800,1343,20110407,1,1.95,1.95
102,552325,1864,108,20110509,10,1.65,16.5
103,546643,2801,2469,20110315,6,2.55,15.299999999999999
104,554842,1273,1540,20110526,4,3.75,15.0
105,547962,618,423,20110328,12,1.25,15.0
106,579161,2116,3184,20111128,5,1.95,9.75
107,550438,1534,1872,20110418,2,8.5,17.0
108,544724,2802,2080,20110223,24,2.1,50.400000000000006
109,580505,1995,2255,20111204,4,1.25,5.0
110,580504,1742,3532,20111204,1,8.95,8.95
111,562928,2661,2007,20110810,24,0.29,6.959999999999999
112,559557,1818,3227,20110711,12,2.08,24.96
113,572472,1258,1155,20111024,12,1.65,19.799999999999997
114,572509,1861,2954,20111024,2,2.08,4.16
115,567805,1978,361,20110922,2,1.25,2.5
116,570855,1511,3143,20111012,12,0.42,5.04
117,573300,2188,2366,20111028,1,1.25,1.25
118,558758,443,3534,20110703,1,0.39,0.39
119,563477,1938,3013,20110816,1,1.25,1.25
120,537372,1527,2904,20101206,2,4.65,9.3
121,551142,1807,3330,20110426,4,0.83,3.32
122,580134,95,504,20111201,24,0.12,2.88
123,557123,1672,2049,20110616,10,0.42,4.2
124,547708,2456,3231,20110324,288,1.7,489.59999999999997
125,555633,1057,1406,20110606,2,2.95,5.9
126,545812,2738,1199,20110307,12,1.65,19.799999999999997
127,550512,2543,3607,20110418,1,0.65,0.65
128,569702,728,1311,20111005,1,0.65,0.65
129,580903,945,1450,20111206,1,1.25,1.25
130,539466,2467,237,20101219,20,0.42,8.4
131,570252,2061,1489,20111010,6,2.89,17.34
132,574653,840,202,20111106,10,1.65,16.5
133,547921,1468,1556,20110328,12,1.25,15.0
134,579520,1965,296,20111129,1,2.89,2.89
135,575303,1851,380,20111109,1,1.65,1.65
136,540809,730,3625,20110111,24,0.65,15.600000000000001
137,578852,296,3472,20111127,1,3.75,3.75
138,580289,1994,2245,20111202,1,1.25,1.25
139,575324,1554,1221,20111109,12,2.1,25.200000000000003
140,567880,2506,1950,20110922,6,2.55,15.299999999999999
141,547514,279,3252,20110323,6,2.95,17.700000000000003
142,556484,1613,2918,20110612,6,2.55,15.299999999999999
143,568531,1591,2764,20110927,18,0.42,7.56
144,570598,1296,1177,20111011,4,3.75,15.0
145,569230,2287,2663,20111002,4,1.55,6.2
146,542423,1627,1727,20110128,48,0.55,26.400000000000002
147,570404,1988,2579,20111010,1,2.08,2.08
148,550911,1863,8,20110421,10,0.85,8.5
149,566041,1855,945,20110908,12,1.45,17.4
150,574475,526,1151,20111104,12,0.85,10.2
151,550035,1127,1716,20110414,30,2.08,62.400000000000006
152,549257,2597,1355,20110407,1,1.65,1.65
153,556072,2330,2413,20110608,6,5.45,32.7
154,557295,2964,280,20110619,1,18.0,18.0
155,571937,1833,1637,20111020,4,4.15,16.6
156,564642,1243,770,20110826,24,0.42,10.08
157,565472,2439,2494,20110905,2,5.75,11.5
158,542208,341,2597,20110126,120,0.42,50.4
159,580126,2116,160,20111201,10,1.95,19.5
160,541302,2671,917,20110117,12,0.85,10.2
161,553490,2867,625,20110517,1,9.95,9.95
162,540639,1154,507,20110110,24,0.65,15.600000000000001
163,561894,2598,1350,20110731,1,0.39,0.39
164,561874,1334,2494,20110731,1,1.95,1.95
165,571035,125,76,20111013,10,1.65,16.5
166,557012,489,3719,20110616,6,3.75,22.5
167,540550,2261,144,20110110,4,2.95,11.8
168,570671,838,2439,20111011,12,1.95,23.4
169,541711,345,1474,20110121,12,8.95,107.39999999999999
170,556886,261,206,20110615,12,0.85,10.2
171,580138,2112,563,20111202,24,2.89,69.36
172,556490,1716,489,20110612,2,8.25,16.5
173,580094,2030,2277,20111201,2,3.75,7.5
174,568322,1716,2305,20110926,1,8.25,8.25
175,569862,2125,1395,20111006,1,1.25,1.25
176,548490,2756,387,20110331,4,12.75,51.0
177,544695,128,1242,20110223,10,1.65,16.5
178,567300,2964,280,20110919,3,18.0,54.0
179,544484,547,1905,20110221,24,1.25,30.0
180,553946,1398,2078,20110520,6,2.95,17.700000000000003
181,540414,1571,103,20110107,2,8.5,17.0
182,557514,838,1491,20110620,3,1.65,4.949999999999999
183,566482,2039,2699,20110913,4,3.75,15.0
184,555242,2644,2599,20110601,24,1.69,40.56
185,574711,2455,1394,20111106,6,2.95,17.700000000000003
186,557762,126,2212,20110622,10,1.65,16.5
187,549128,1669,2764,20110406,36,0.42,15.12
188,569846,1553,698,20111006,12,2.1,25.200000000000003
189,540856,1539,2729,20110112,4,14.95,59.8
190,537852,708,3156,20101208,12,1.25,15.0
191,567656,2682,1126,20110921,1,8.29,8.29
192,553350,353,368,20110516,12,1.25,15.0
193,552894,719,1450,20110512,1,3.75,3.75
194,560125,1964,3641,20110715,1,2.49,2.49
195,537160,1393,1168,20101205,3,2.1,6.300000000000001
196,549185,1653,3734,20110407,6,3.75,22.5
197,579539,1398,1637,20111130,6,2.95,17.700000000000003
198,567200,772,2620,20110919,24,0.55,13.200000000000001
199,552315,608,258,20110508,12,0.85,10.2
200,547251,313,3487,20110322,12,1.69,20.28
201,574022,1747,184,20111102,48,1.79,85.92
202,579399,1903,523,20111129,3,4.95,14.850000000000001
203,552108,754,3472,20110506,1,2.08,2.08
204,578270,346,1126,20111123,1,8.29,8.29
205,540953,2544,1441,20110112,2,0.42,0.84
206,560895,1396,495,20110721,6,2.95,17.700000000000003
207,576832,1333,504,20111116,12,1.95,23.4
208,544339,1398,1844,20110218,6,2.95,17.700000000000003
209,545105,1576,187,20110228,12,2.1,25.200000000000003
210,563430,1028,1642,20110816,24,1.25,30.0
211,570488,1842,1126,20111010,2,7.46,14.92
212,548808,1325,3435,20110404,2,11.95,23.9
213,579098,780,1450,20111128,4,0.39,1.56
214,537262,1127,1716,20101206,10,1.95,19.5
215,571064,167,3062,20111013,2,2.55,5.1
216,552202,2319,52,20110506,8,4.95,39.6
217,559984,1865,2731,20110714,1,1.65,1.65
218,572986,791,246,20111027,12,0.42,5.04
219,538208,870,1087,20101210,1,2.55,2.55
220,543801,1084,3456,20110213,1,2.95,2.95
221,567304,2044,1516,20110919,3,2.08,6.24
222,568390,369,3456,20110927,6,3.25,19.5
223,558761,2452,1711,20110703,2,6.95,13.9
224,554380,2817,2761,20110524,8,4.95,39.6
225,558196,1373,2356,20110627,6,1.25,7.5
226,551653,938,612,20110503,2,8.5,17.0
227,536623,1508,2078,20101202,24,0.42,10.08
228,539333,1216,830,20101217,4,4.95,19.8
229,542420,1075,3061,20110127,6,0.85,5.1
230,552036,1223,296,20110505,2,2.1,4.2
231,546486,19,1716,20110314,1,7.95,7.95
232,550631,1329,1842,20110419,2,8.5,17.0
233,579458,630,2668,20111129,1,4.95,4.95
234,575324,2034,1221,20111109,12,0.85,10.2
235,581020,1900,3269,20111207,48,1.85,88.80000000000001
236,567850,1847,1735,20110922,12,1.65,19.799999999999997
237,568346,838,1126,20110926,6,3.29,19.740000000000002
238,570229,871,2177,20111009,1,4.95,4.95
239,537852,943,3156,20101208,13,0.85,11.049999999999999
240,572762,1635,1852,20111026,6,4.25,25.5
241,542629,1332,286,20110131,24,1.95,46.8
242,547387,752,144,20110322,10,1.95,19.5
243,565431,1854,1669,20110904,5,1.45,7.25
244,564093,1467,1647,20110823,2,14.95,29.9
245,574591,2153,2169,20111106,3,6.95,20.85
246,542103,288,562,20110125,24,1.25,30.0
247,567092,844,561,20110916,6,2.95,17.700000000000003
248,575059,1978,1110,20111108,1,1.25,1.25
249,568591,753,3006,20110928,10,2.08,20.8
250,567288,300,2894,20110919,2,1.25,2.5
251,577038,1916,1570,20111117,6,1.25,7.5
252,540093,877,2774,20110104,2,2.95,5.9
253,569246,2653,1126,20111003,1,4.13,4.13
254,536531,1425,2002,20101201,9,3.75,33.75
255,564489,1911,2299,20110825,4,4.15,16.6
256,541596,2387,3324,20110119,9,1.45,13.049999999999999
257,554094,2811,2152,20110522,1,1.25,1.25
258,559330,1805,3387,20110707,4,3.29,13.16
259,552658,1475,1406,20110510,1,3.95,3.95
260,539103,409,2945,20101216,24,2.55,61.199999999999996
261,569037,2451,600,20110930,3,2.95,8.850000000000001
262,543466,1193,2764,20110208,12,1.25,15.0
263,556828,1966,3125,20110615,3,1.65,4.949999999999999
264,543166,1536,740,20110204,1,16.95,16.95
265,550467,2841,3575,20110418,2,1.25,2.5
266,562454,2534,1780,20110805,10,1.25,12.5
267,566018,520,523,20110908,2,4.95,9.9
268,546753,204,2572,20110316,2,3.75,7.5
269,566572,1263,740,20110913,12,1.65,19.799999999999997
270,573336,217,3178,20111030,4,0.85,3.4
271,572335,1553,1375,20111024,12,2.1,25.200000000000003
272,553341,1365,2514,20110516,6,2.95,17.700000000000003
273,554098,925,1557,20110522,6,1.25,7.5
274,562371,1330,875,20110804,2,8.5,17.0
275,575087,660,2668,20111108,1,0.85,0.85
276,573388,1932,1627,20111030,8,0.85,6.8
277,549845,1674,2778,20110412,11,0.42,4.62
278,572457,117,184,20111024,10,2.08,20.8
279,563229,294,3565,20110814,1,1.69,1.69
280,554157,128,3740,20110523,2,1.65,3.3
281,563557,1263,2195,20110817,12,1.65,19.799999999999997
282,553739,2779,1627,20110519,6,2.95,17.700000000000003
283,565665,1349,2245,20110905,4,1.45,5.8
284,554261,720,2356,20110523,1,1.25,1.25
285,574841,1285,1164,20111107,3,5.95,17.85
286,552779,1427,451,20110511,4,3.75,15.0
287,572058,1719,3724,20111020,1,8.25,8.25
288,580884,1283,2279,20111206,6,0.29,1.7399999999999998
289,543812,660,3247,20110213,1,0.85,0.85
290,580672,1248,3522,20111205,3,0.19,0.5700000000000001
291,576213,1283,3640,20111114,3,0.29,0.8699999999999999
292,571676,1283,2897,20111018,2,0.29,0.58
293,557136,469,1637,20110617,12,0.85,10.2
294,559032,1899,3269,20110705,6,2.08,12.48
295,546254,1486,1530,20110310,12,1.25,15.0
296,579559,728,2802,20111130,1,0.65,0.65
297,568877,1057,1498,20110929,10,2.95,29.5
298,548740,193,633,20110404,6,2.95,17.700000000000003
299,566171,918,3641,20110909,1,8.5,8.5
300,577337,2023,2007,20111118,1,3.75,3.75
301,564322,1081,865,20110824,100,0.72,72.0
302,560078,283,2361,20110714,3,4.95,14.850000000000001
303,579124,1855,2155,20111128,1,1.45,1.45
304,537769,1525,1700,20101208,1,2.1,2.1
305,572858,847,796,20111026,2,2.95,5.9
306,555835,250,1399,20110607,1,0.85,0.85
307,572837,1879,1547,20111026,12,0.83,9.959999999999999
308,560285,1075,1653,20110718,12,0.85,10.2
309,571654,1285,3641,20111018,1,5.95,5.95
310,555515,1929,3381,20110605,5,7.95,39.75
311,568701,122,1013,20110928,10,0.85,8.5
312,572513,58,2777,20111024,1,0.85,0.85
313,565851,1804,1637,20110907,12,0.95,11.399999999999999
314,574470,2130,296,20111104,6,0.42,2.52
315,544271,360,3002,20110217,8,1.69,13.52
316,576099,2028,456,20111114,6,2.08,12.48
317,546383,353,847,20110311,12,1.25,15.0
318,566495,496,2029,20110913,2,3.75,7.5
319,544461,1374,900,20110220,24,1.25,30.0
320,567303,1915,3330,20110919,12,1.25,15.0
321,565235,1408,694,20110902,25,0.42,10.5
322,561056,1352,731,20110724,12,1.45,17.4
323,546538,2460,2532,20110314,12,0.55,6.6000000000000005
324,576339,2635,1126,20111114,1,4.13,4.13
325,551342,210,2394,20110428,24,0.65,15.600000000000001
326,540247,2779,1988,20110105,3,2.95,8.850000000000001
327,578026,1863,3360,20111122,10,0.85,8.5
328,576189,1093,1500,20111114,2,1.95,3.9
329,578354,2187,3037,20111124,4,4.95,19.8
330,577613,741,1637,20111121,4,3.75,15.0
331,574741,943,2326,20111106,8,0.85,6.8
332,559112,1398,3144,20110706,2,2.95,5.9
333,566010,1526,869,20110908,2,4.95,9.9
334,571214,1675,1308,20111014,11,0.42,4.62
335,575628,879,354,20111110,1,6.95,6.95
336,552182,1538,1182,20110506,1,16.95,16.95
337,571318,896,3201,20111017,24,4.95,118.80000000000001
338,559329,1667,1853,20110707,36,1.25,45.0
339,576217,1760,3000,20111114,1,1.25,1.25
340,570333,313,3647,20111010,1,1.69,1.69
341,537351,347,2887,20101206,10,1.25,12.5
342,560555,218,1180,20110719,2,0.29,0.58
343,562282,1890,502,20110804,50,0.42,21.0
344,536539,2454,1806,20101201,2,7.95,15.9
345,574336,2025,39,20111104,4,4.15,16.6
346,562688,128,978,20110808,4,1.65,6.6
347,562199,353,296,20110803,2,1.25,2.5
348,568137,631,106,20110925,24,1.65,39.599999999999994
349,575066,2111,855,20111108,1,9.95,9.95
350,559807,1819,3472,20110712,1,1.25,1.25
351,565409,288,2799,20110904,24,1.25,30.0
352,575219,510,3269,20111109,72,0.36,25.919999999999998
353,548470,896,315,20110331,12,4.95,59.400000000000006
354,569326,1337,1293,20111003,8,8.5,68.0
355,569246,2692,1126,20111003,1,2.92,2.92
356,550130,2926,1308,20110414,6,4.25,25.5
357,554507,335,2019,20110524,12,1.65,19.799999999999997
358,572703,818,2402,20111025,1,1.65,1.65
359,549844,728,361,20110412,7,0.65,4.55
360,560366,2403,2867,20110718,4,4.25,17.0
361,537395,317,1925,20101206,2,2.1,4.2
362,541265,2768,3327,20110116,2,1.95,3.9
363,566276,1404,713,20110911,25,0.42,10.5
364,558111,1754,3021,20110626,1,6.25,6.25
365,578953,135,779,20111127,2,2.1,4.2
366,538999,1138,2330,20101215,16,10.95,175.2
367,574721,2134,3522,20111106,1,2.08,2.08
368,555106,1246,321,20110531,24,0.42,10.08
369,566451,1573,3607,20110912,3,2.55,7.6499999999999995
370,570223,1867,2196,20111009,2,1.65,3.3
371,571065,342,197,20111013,24,0.55,13.200000000000001
372,554075,659,2360,20110522,24,0.85,20.4
373,565397,1613,1174,20110902,1,2.55,2.55
374,547881,788,509,20110327,1,2.95,2.95
375,548714,1144,3153,20110403,1,4.25,4.25
376,572061,784,96,20111020,12,0.85,10.2
377,571441,745,1126,20111017,1,0.83,0.83
378,541596,773,3324,20110119,1,0.55,0.55
379,580399,2338,726,20111204,1,8.25,8.25
380,545085,441,1716,20110228,24,1.25,30.0
381,571937,570,1637,20111020,12,0.75,9.0
382,540163,38,495,20110105,25,0.42,10.5
383,570292,2154,694,20111010,3,5.95,17.85
384,551868,1889,145,20110504,25,0.42,10.5
385,552852,1654,2763,20110511,6,1.45,8.7
386,549293,483,3499,20110407,1,5.95,5.95
387,543197,1605,352,20110204,1,65.0,65.0
388,544074,1470,1164,20110215,12,1.25,15.0
389,555573,798,1921,20110605,12,0.42,5.04
390,563430,615,1642,20110816,8,4.95,39.6
391,562542,798,3183,20110805,12,0.42,5.04
392,574962,911,1821,20111108,24,0.19,4.5600000000000005
393,545575,822,452,20110303,6,9.95,59.699999999999996
394,571747,207,963,20111019,12,1.25,15.0
395,570197,2284,907,20111007,1,0.85,0.85
396,567462,719,1343,20110920,1,3.75,3.75
397,560863,2411,296,20110721,2,1.25,2.5
398,543631,1570,1116,20110210,12,0.42,5.04
399,575298,1861,3472,20111109,5,2.08,10.4
400,552829,1731,296,20110511,4,4.15,16.6
401,576087,124,252,20111114,10,0.85,8.5
402,580208,2287,725,20111202,4,1.55,6.2
403,544161,128,2873,20110216,10,1.65,16.5
404,564848,1702,2910,20110830,6,1.45,8.7
405,555344,1455,1899,20110602,1,1.25,1.25
406,570086,1322,3005,20111007,8,3.75,30.0
407,552318,2587,3093,20110508,4,0.42,1.68
408,543737,1092,99,20110211,8,7.95,63.6
409,545430,2455,2102,20110302,12,2.95,35.400000000000006
410,550955,742,1185,20110421,12,1.25,15.0
411,545901,1022,2229,20110307,2,1.45,2.9
412,580065,2000,1971,20111201,4,4.95,19.8
413,551271,2587,3064,20110427,25,0.42,10.5
414,542944,2603,3299,20110202,32,0.65,20.8
415,547651,1147,2892,20110324,3,1.95,5.85
416,540566,1506,3456,20110110,2,1.95,3.9
417,547070,994,2405,20110320,1,0.85,0.85
418,566082,1778,2514,20110909,12,0.62,7.4399999999999995
419,561873,900,630,20110731,40,1.25,50.0
420,562517,785,2153,20110805,2,1.25,2.5
421,540839,2399,2822,20110111,1,4.25,4.25
422,560048,780,761,20110714,24,0.29,6.959999999999999
423,581133,756,1633,20111207,10,1.65,16.5
424,553734,1768,1536,20110519,6,2.89,17.34
425,579167,1590,2827,20111128,2,4.95,9.9
426,560491,1894,53,20110719,1,2.89,2.89
427,564901,971,2137,20110831,12,0.59,7.08
428,545183,747,2057,20110228,2,7.95,15.9
429,571441,1264,1126,20111017,2,2.46,4.92
430,576910,12,99,20111117,6,2.95,17.700000000000003
431,575851,1995,1487,20111111,1,1.25,1.25
432,578681,1181,802,20111125,12,1.65,19.799999999999997
433,556529,238,270,20110613,6,2.55,15.299999999999999
434,541670,1365,1637,20110120,48,2.55,122.39999999999999
435,560368,744,3472,20110718,1,0.42,0.42
436,559254,1699,2840,20110707,12,1.65,19.799999999999997
437,539722,1356,1637,20101221,3,5.95,17.85
438,569815,2767,2232,20111006,1000,1.79,1790.0
439,576099,341,456,20111114,24,0.55,13.200000000000001
440,568183,1284,1058,20110925,24,0.29,6.959999999999999
441,561873,1273,630,20110731,24,3.39,81.36
442,572465,1466,1361,20111024,2,9.95,19.9
443,563557,1199,2195,20110817,12,1.65,19.799999999999997
444,564565,772,1637,20110826,24,0.55,13.200000000000001
445,578074,1978,3316,20111122,3,1.25,3.75
446,581412,1812,1325,20111208,2,3.75,7.5
447,573122,933,1291,20111027,2,1.95,3.9
448,557619,1327,3422,20110621,1,8.5,8.5
449,539196,2387,3600,20101216,9,1.45,13.049999999999999
450,556489,441,1516,20110612,3,1.25,3.75
451,536522,2701,1694,20101201,1,3.75,3.75
452,556809,2701,3060,20110614,10,4.15,41.5
453,545411,1457,2415,20110302,12,1.65,19.799999999999997
454,580364,2187,625,20111202,4,4.95,19.8
455,572484,1577,3084,20111024,3,3.25,9.75
456,556432,925,2450,20110610,24,1.25,30.0
457,577774,1209,2763,20111121,3,5.95,17.85
458,538094,67,513,20101209,25,0.21,5.25
459,556042,1792,1296,20110608,2,8.25,16.5
460,563808,302,208,20110819,8,1.95,15.6
461,568202,1446,1932,20110925,6,2.1,12.600000000000001
462,566005,1128,2600,20110908,4,2.1,8.4
463,566451,1873,3607,20110912,4,2.08,8.32
464,581096,1861,3207,20111207,10,2.08,20.8
465,550137,366,99,20110414,2,7.95,15.9
466,577121,531,246,20111117,6,2.55,15.299999999999999
467,569220,1947,2333,20111002,3,1.65,4.949999999999999
468,562014,301,1281,20110801,6,2.55,15.299999999999999
469,555573,1181,1921,20110605,3,1.65,4.949999999999999
470,545503,126,2153,20110303,2,1.65,3.3
471,553042,1275,2238,20110513,8,3.75,30.0
472,547485,773,2963,20110323,3,0.55,1.6500000000000001
473,538995,2456,719,20101215,12,1.45,17.4
474,580288,2117,3328,20111202,3,5.95,17.85
475,554998,2451,2289,20110529,6,2.55,15.299999999999999
476,565410,1526,1505,20110904,4,4.65,18.6
477,572244,895,1214,20111021,12,4.95,59.400000000000006
478,538841,943,2888,20101214,20,0.85,17.0
479,553063,1349,455,20110513,12,1.45,17.4
480,575591,2032,3445,20111110,1,3.75,3.75
481,571265,1190,2742,20111016,1,1.25,1.25
482,564373,1330,1885,20110825,6,8.5,51.0
483,577773,1903,2763,20111121,4,4.95,19.8
484,568894,896,3283,20110929,6,4.95,29.700000000000003
485,572034,2023,1344,20111020,4,3.75,15.0
486,570177,843,3267,20111007,10,1.65,16.5
487,545021,2813,3362,20110225,6,2.1,12.600000000000001
488,579146,871,2544,20111128,1,4.95,4.95
489,556116,371,1834,20110609,6,2.95,17.700000000000003
490,537222,1097,1316,20101205,1,4.25,4.25
491,578155,126,296,20111123,1,1.65,1.65
492,553165,2876,828,20110513,2,10.75,21.5
493,580691,2951,928,20111205,12,0.29,3.4799999999999995
494,578074,1913,3316,20111122,2,1.25,2.5
495,552724,1426,694,20110511,4,3.75,15.0
496,581403,753,758,20111208,10,2.08,20.8
497,575983,2892,675,20111113,1,2.55,2.55
498,581400,1534,1101,20111208,3,8.5,25.5
499,546554,2237,2359,20110315,6,1.65,9.899999999999999
500,579430,2125,296,20111129,2,1.25,2.5
501,541684,904,2008,20110120,25,0.42,10.5
502,573149,2568,2605,20111027,2,0.85,1.7
503,563018,41,701,20110811,25,0.42,10.5
504,574873,871,2557,20111107,5,4.95,24.75
505,581237,2129,1977,20111208,1,0.42,0.42
506,560080,2463,3231,20110714,96,2.39,229.44
507,573362,1424,186,20111030,4,3.75,15.0
508,571824,2116,94,20111019,10,1.95,19.5
509,569488,2088,2606,20111004,3,4.15,12.450000000000001
510,550835,1333,1712,20110421,1,1.95,1.95
511,538783,1270,1665,20101214,12,0.85,10.2
512,561314,1022,2499,20110726,12,1.45,17.4
513,577228,632,35,20111118,6,2.95,17.700000000000003
514,551603,2465,2786,20110503,4,2.1,8.4
515,568539,1610,454,20110927,6,2.95,17.700000000000003
516,551953,1370,711,20110505,12,1.65,19.799999999999997
517,542662,1635,3657,20110131,6,4.25,25.5
518,542401,405,1413,20110127,1,1.65,1.65
519,562106,656,1112,20110802,1,0.42,0.42
520,544659,2615,3638,20110222,1,4.25,4.25
521,570652,1431,3485,20111011,36,1.25,45.0
522,559807,775,3472,20110712,12,0.29,3.4799999999999995
523,543054,262,682,20110203,12,0.85,10.2
524,543251,1397,1188,20110204,6,2.95,17.700000000000003
525,540396,17,1082,20110106,6,5.95,35.7
526,576189,215,1500,20111114,1,0.85,0.85
527,579885,1756,1978,20111130,2,2.49,4.98
528,581175,1831,1474,20111207,48,1.45,69.6
529,581006,872,1637,20111207,6,4.95,29.700000000000003
530,543803,2708,3030,20110213,2,0.85,1.7
531,566345,1404,3379,20110912,25,0.42,10.5
532,548361,1785,2390,20110330,4,4.95,19.8
533,537362,688,3321,20101206,24,0.42,10.08
534,564436,1677,3472,20110825,1,0.42,0.42
535,563830,442,2718,20110819,24,0.75,18.0
536,555979,1105,1716,20110608,2,1.65,3.3
537,542409,995,1899,20110127,7,0.85,5.95
538,568156,2505,1296,20110925,36,0.38,13.68
539,548011,1361,1474,20110329,200,1.45,290.0
540,552643,188,2822,20110510,3,1.95,5.85
541,560723,1393,2623,20110720,2,2.1,4.2
542,540550,531,144,20110110,6,2.55,15.299999999999999
543,538811,123,551,20101214,10,0.85,8.5
544,566019,2317,3102,20110908,4,1.25,5.0
545,568955,295,910,20110929,8,1.69,13.52
546,556792,510,2974,20110614,12,0.42,5.04
547,549251,2565,1345,20110407,2,0.42,0.84
548,537312,704,1185,20101206,72,1.06,76.32000000000001
549,554280,1102,1582,20110523,5,2.1,10.5
550,577217,2109,3148,20111118,1,25.0,25.0
551,537775,949,3403,20101208,4,3.75,15.0
